user_id,signup_timestamp,city,user_segment,total_rides,is_active,last_ride_timestamp
U_0,2024-07-28 02:29:08,Kochi,new,0,True,2025-06-29 00:00:00
U_1,2024-05-06 06:33:47,Kochi,power,0,True,2025-06-26 00:00:00
U_2,2024-08-22 22:44:40,Kochi,regular,0,True,2025-06-28 00:00:00
U_3,2025-01-02 20:09:44,Indore,regular,0,True,2025-06-30 00:00:00
U_4,2025-05-07 01:18:04,Mumbai,regular,0,True,2025-06-30 00:00:00
U_5,2024-03-10 09:24:38,Jaipur,power,0,True,2025-06-26 00:00:00
U_6,2025-01-22 11:09:00,Bangalore,new,0,True,2025-06-30 00:00:00
U_7,2024-10-01 12:52:06,Kochi,new,0,True,2025-06-29 00:00:00
U_8,2024-10-21 13:53:32,Mumbai,new,0,False,2025-06-26 00:00:00
U_9,2024-02-01 16:11:13,Hyderabad,new,0,True,2025-05-05 16:11:13
U_10,2024-06-07 14:16:21,Bangalore,regular,0,True,2025-06-29 14:16:21
U_11,2024-06-19 09:38:23,Delhi,regular,0,True,2025-06-30 00:00:00
U_12,2025-01-17 15:25:52,Hyderabad,power,0,False,2025-06-30 00:00:00
U_13,2024-04-24 15:00:54,Mumbai,new,0,True,2025-06-30 00:00:00
U_14,2024-06-06 13:25:45,Kochi,regular,0,True,2025-06-30 00:00:00
U_15,2025-03-23 20:02:46,Kochi,power,0,True,2025-06-30 00:00:00
U_16,2025-04-05 16:46:18,Kochi,new,0,True,2025-06-30 00:00:00
U_17,2025-02-17 06:49:15,Bangalore,new,0,True,2025-06-28 00:00:00
U_18,2025-06-07 18:06:29,Delhi,regular,0,True,2025-06-30 00:00:00
U_19,2024-02-13 04:37:26,Jaipur,regular,0,True,2025-06-13 04:37:26
U_20,2024-09-09 16:31:50,Mumbai,regular,0,False,2025-06-29 00:00:00
U_21,2024-01-21 06:38:29,Delhi,power,0,True,2025-05-27 06:38:29
U_22,2025-03-19 18:34:44,Jaipur,new,0,True,2025-06-30 00:00:00
U_23,2024-07-13 06:21:06,Bangalore,power,0,False,2025-06-30 00:00:00
U_24,2024-07-08 18:46:18,Bangalore,regular,0,True,2025-06-29 00:00:00
U_25,2024-12-20 19:48:33,Bangalore,new,0,True,2025-06-28 00:00:00
U_26,2024-12-30 09:27:33,Indore,power,0,False,2025-06-30 00:00:00
U_27,2024-10-23 14:07:26,Hyderabad,power,0,True,2025-06-29 00:00:00
U_28,2024-07-20 11:48:08,Jaipur,regular,0,True,2025-06-26 00:00:00
U_29,2024-09-21 19:25:27,Indore,new,0,False,2025-06-30 00:00:00
U_30,2024-03-27 19:34:58,Indore,power,0,False,2025-06-28 00:00:00
U_31,2024-07-12 11:57:48,Coimbatore,new,0,True,2025-06-27 00:00:00
U_32,2024-10-20 20:45:18,Delhi,regular,0,True,2025-06-30 00:00:00
U_33,2024-03-01 20:40:32,Mumbai,power,0,True,2025-06-17 20:40:32
U_34,2024-02-13 06:20:02,Jaipur,regular,0,True,2025-06-05 06:20:02
U_35,2025-06-15 20:16:19,Mumbai,new,0,True,2025-06-30 00:00:00
U_36,2025-05-20 13:36:10,Mumbai,new,0,True,2025-06-30 00:00:00
U_37,2024-09-05 20:38:31,Coimbatore,new,0,False,2025-06-30 00:00:00
U_38,2025-02-23 17:24:08,Bangalore,power,0,False,2025-06-30 00:00:00
U_39,2025-01-11 10:23:14,Indore,regular,0,True,2025-06-30 00:00:00
U_40,2024-01-14 06:13:04,Indore,regular,0,True,2025-05-09 06:13:04
U_41,2025-05-03 10:36:22,Hyderabad,power,0,True,2025-06-30 00:00:00
U_42,2024-01-17 15:58:38,Bangalore,regular,0,True,2025-02-23 15:58:38
U_43,2025-04-04 20:26:33,Delhi,new,0,True,2025-06-29 00:00:00
U_44,2024-05-26 07:25:33,Kochi,new,0,True,2025-06-24 00:00:00
U_45,2024-06-30 08:29:43,Mumbai,regular,0,True,2025-06-29 00:00:00
U_46,2024-03-03 15:21:00,Indore,regular,0,True,2025-05-29 15:21:00
U_47,2024-09-06 13:24:35,Delhi,regular,0,True,2025-06-27 00:00:00
U_48,2024-05-30 17:10:55,Indore,regular,0,True,2025-06-27 00:00:00
U_49,2024-06-14 18:46:41,Delhi,regular,0,True,2025-06-25 00:00:00
U_50,2024-03-08 18:42:38,Coimbatore,power,0,False,2025-06-29 00:00:00
U_51,2025-04-15 18:21:48,Jaipur,power,0,True,2025-06-30 00:00:00
U_52,2024-10-28 17:56:25,Coimbatore,power,0,True,2025-06-29 00:00:00
U_53,2024-07-01 16:35:41,Coimbatore,power,0,True,2025-06-28 16:35:41
U_54,2025-01-05 22:30:17,Jaipur,power,0,True,2025-06-30 00:00:00
U_55,2024-06-29 07:13:29,Jaipur,power,0,True,2025-06-29 00:00:00
U_56,2024-06-05 19:06:51,Indore,power,0,True,2025-06-24 19:06:51
U_57,2024-10-22 17:42:57,Delhi,regular,0,False,2025-06-30 00:00:00
U_58,2024-04-13 07:56:51,Delhi,power,0,True,2025-03-26 07:56:51
U_59,2025-03-31 13:59:48,Hyderabad,power,0,True,2025-06-30 00:00:00
U_60,2024-09-10 11:46:44,Mumbai,regular,0,True,2025-06-27 00:00:00
U_61,2024-12-16 18:22:36,Hyderabad,power,0,True,2025-06-29 00:00:00
U_62,2024-07-19 17:50:27,Coimbatore,regular,0,False,2025-06-29 00:00:00
U_63,2024-11-19 10:30:10,Indore,regular,0,False,2025-06-30 00:00:00
U_64,2025-01-15 18:33:13,Kochi,power,0,True,2025-06-29 00:00:00
U_65,2024-03-23 23:16:22,Jaipur,regular,0,True,2025-06-13 23:16:22
U_66,2024-07-07 07:12:45,Coimbatore,new,0,False,2025-06-30 00:00:00
U_67,2024-08-02 14:32:14,Mumbai,power,0,True,2025-06-30 00:00:00
U_68,2024-01-05 18:28:05,Coimbatore,regular,0,True,2025-04-28 18:28:05
U_69,2024-07-06 10:56:40,Jaipur,power,0,True,2025-06-28 00:00:00
U_70,2024-08-16 06:55:49,Kochi,new,0,False,2025-06-30 00:00:00
U_71,2024-12-21 20:53:02,Mumbai,power,0,False,2025-06-29 00:00:00
U_72,2024-02-05 10:46:23,Jaipur,regular,0,True,2025-06-12 10:46:23
U_73,2024-03-03 21:09:59,Indore,regular,0,True,2025-06-21 21:09:59
U_74,2024-01-07 15:29:13,Coimbatore,power,0,True,2025-05-21 15:29:13
U_75,2024-07-18 15:59:26,Hyderabad,power,0,True,2025-06-30 00:00:00
U_76,2024-10-03 15:32:07,Bangalore,regular,0,False,2025-06-30 00:00:00
U_77,2024-08-07 09:53:34,Mumbai,new,0,True,2025-06-25 09:53:34
U_78,2025-06-30 20:59:36,Jaipur,new,0,True,2025-06-30 00:00:00
U_79,2024-11-21 17:01:19,Delhi,new,0,True,2025-06-29 00:00:00
U_80,2024-07-06 06:00:03,Kochi,power,0,True,2025-06-30 00:00:00
U_81,2024-04-06 15:01:22,Delhi,power,0,False,2025-06-30 00:00:00
U_82,2024-11-07 12:44:01,Coimbatore,new,0,True,2025-06-30 00:00:00
U_83,2024-04-26 09:25:54,Hyderabad,power,0,False,2025-06-21 00:00:00
U_84,2024-06-14 11:43:01,Indore,new,0,True,2025-06-30 00:00:00
U_85,2024-03-26 09:27:58,Delhi,new,0,False,2025-06-22 00:00:00
U_86,2024-04-23 10:17:51,Kochi,power,0,True,2025-06-30 00:00:00
U_87,2025-04-11 10:56:44,Coimbatore,power,0,True,2025-06-29 00:00:00
U_88,2025-06-26 15:00:44,Bangalore,power,0,True,2025-06-30 00:00:00
U_89,2024-05-23 22:25:32,Kochi,regular,0,True,2025-06-30 00:00:00
U_90,2024-03-09 14:54:23,Kochi,new,0,True,2025-05-13 14:54:23
U_91,2024-11-21 19:32:23,Kochi,power,0,False,2025-06-30 00:00:00
U_92,2025-05-28 11:37:40,Jaipur,power,0,False,2025-06-27 00:00:00
U_93,2024-03-15 06:29:27,Kochi,new,0,True,2025-06-29 06:29:27
U_94,2024-01-30 13:20:12,Coimbatore,regular,0,True,2025-06-03 13:20:12
U_95,2025-02-25 16:17:07,Bangalore,regular,0,True,2025-06-29 00:00:00
U_96,2024-04-29 11:17:52,Mumbai,new,0,True,2025-06-29 00:00:00
U_97,2024-10-22 11:36:18,Coimbatore,power,0,True,2025-06-30 00:00:00
U_98,2024-11-28 18:43:47,Bangalore,power,0,True,2025-06-30 00:00:00
U_99,2024-07-04 11:05:57,Jaipur,power,0,False,2025-06-27 00:00:00
U_100,2024-12-19 18:04:43,Bangalore,power,0,True,2025-06-30 00:00:00
U_101,2024-07-18 07:12:12,Mumbai,new,0,True,2025-06-27 00:00:00
U_102,2024-06-09 16:40:48,Bangalore,power,0,True,2025-06-24 00:00:00
U_103,2025-02-05 01:45:57,Kochi,power,0,False,2025-06-29 00:00:00
U_104,2024-01-16 09:15:06,Jaipur,regular,0,True,2025-03-28 09:15:06
U_105,2024-03-03 07:38:37,Indore,regular,0,False,2025-06-29 07:38:37
U_106,2024-08-14 12:00:14,Kochi,power,0,True,2025-06-30 00:00:00
U_107,2025-06-06 09:32:52,Indore,new,0,True,2025-06-30 00:00:00
U_108,2024-11-03 16:04:58,Indore,regular,0,True,2025-06-28 00:00:00
U_109,2024-01-08 13:12:59,Jaipur,new,0,True,2025-05-20 13:12:59
U_110,2025-06-24 11:47:09,Hyderabad,power,0,False,2025-06-29 00:00:00
U_111,2025-03-25 13:14:27,Hyderabad,new,0,True,2025-06-30 00:00:00
U_112,2025-06-07 18:50:20,Bangalore,power,0,True,2025-06-30 00:00:00
U_113,2024-12-22 01:11:24,Delhi,new,0,True,2025-06-30 00:00:00
U_114,2024-04-26 06:34:09,Indore,new,0,True,2025-06-29 00:00:00
U_115,2025-02-14 09:31:37,Jaipur,power,0,False,2025-06-30 00:00:00
U_116,2024-01-20 05:18:18,Delhi,power,0,False,2025-05-20 05:18:18
U_117,2024-08-07 20:48:50,Mumbai,power,0,True,2025-06-30 00:00:00
U_118,2024-07-05 07:29:34,Hyderabad,regular,0,False,2025-06-30 00:00:00
U_119,2025-05-08 06:29:25,Mumbai,power,0,True,2025-06-30 00:00:00
U_120,2024-04-23 19:04:18,Bangalore,new,0,False,2025-06-20 19:04:18
U_121,2024-03-01 07:38:49,Bangalore,new,0,True,2025-06-13 07:38:49
U_122,2025-05-29 03:04:09,Jaipur,power,0,True,2025-06-29 00:00:00
U_123,2024-08-07 12:14:43,Mumbai,new,0,True,2025-06-30 00:00:00
U_124,2025-03-13 16:44:57,Indore,regular,0,False,2025-06-29 00:00:00
U_125,2024-12-02 20:42:12,Bangalore,power,0,True,2025-06-26 00:00:00
U_126,2025-01-07 07:06:34,Hyderabad,new,0,True,2025-06-30 00:00:00
U_127,2024-06-05 14:27:43,Kochi,new,0,True,2025-06-09 14:27:43
U_128,2025-04-22 06:17:57,Mumbai,new,0,False,2025-06-30 00:00:00
U_129,2024-10-28 17:39:26,Bangalore,new,0,True,2025-06-28 00:00:00
U_130,2024-11-25 19:38:40,Hyderabad,new,0,True,2025-06-30 00:00:00
U_131,2025-02-07 18:30:54,Indore,regular,0,True,2025-06-28 00:00:00
U_132,2024-04-26 15:48:29,Bangalore,new,0,True,2025-06-30 00:00:00
U_133,2025-01-14 18:37:58,Jaipur,power,0,True,2025-06-29 00:00:00
U_134,2025-04-12 13:32:30,Delhi,power,0,True,2025-06-30 00:00:00
U_135,2024-09-21 10:56:58,Jaipur,new,0,True,2025-06-30 00:00:00
U_136,2024-01-06 12:37:06,Bangalore,new,0,True,2025-05-15 12:37:06
U_137,2024-03-03 19:49:49,Indore,regular,0,True,2025-04-03 19:49:49
U_138,2024-12-05 17:33:07,Indore,regular,0,True,2025-06-29 00:00:00
U_139,2025-01-31 20:08:34,Hyderabad,power,0,True,2025-06-30 00:00:00
U_140,2025-01-23 11:18:21,Hyderabad,regular,0,True,2025-06-27 00:00:00
